
eta	rho/rho_1	v/v_1	P/P_1	T/T_1	M(eta)
0.63000	0.04491576953773	0.51117500296780	0.32272458527802	7.18510644701104	0.01758595766353
0.64000	0.04845949670124	0.52007457748776	0.32458105050751	6.69798641344957	0.01984456898096
0.65000	0.05224986678561	0.52907019597614	0.32662111665547	6.25113778750173	0.02235790226196
0.66000	0.05630514766410	0.53817033867641	0.32886162415962	5.84070263204894	0.02515167845682
0.67000	0.06064548070277	0.54738406564072	0.33132104270515	5.46324373829271	0.02825411565448
0.68000	0.06529313589407	0.55672103900695	0.33401966269247	5.11569337448207	0.03169619858425
0.69000	0.07027280624812	0.56619154332276	0.33697981372975	4.79530890711758	0.03551198447647
0.70000	0.07561194810529	0.57580650315179	0.34022611432084	4.49963428857908	0.03973895119101
0.71000	0.08134117528311	0.58557749703717	0.34378575760040	4.22646656387542	0.04441839459401
0.72000	0.08749471647178	0.59551676671503	0.34768883876795	3.97382668106701	0.04959588344743
0.73000	0.09411094710201	0.60563722026598	0.35196873081318	3.73993399972544	0.05532178161612
0.74000	0.10123300909219	0.61595242766861	0.35666251623449	3.52318398349403	0.06165184925063
0.75000	0.10890953452266	0.62647660697987	0.36181148376285	3.32212863959637	0.06864793683831
0.76000	0.11719549248688	0.63722459912135	0.36746170065721	3.13545933260491	0.07637878871418
0.77000	0.12615318225959	0.64821182901156	0.37366467298541	2.96199165405515	0.08492097589213
0.78000	0.13585340066475	0.65945425056966	0.38047810851142	2.80065207532304	0.09435998204458
0.79000	0.14637681732223	0.67096827295336	0.38796679945846	2.65046615000788	0.10479147128548
0.80000	0.15781559856378	0.68277066531446	0.39620364561314	2.51054806507624	0.11632277230011
0.81000	0.17027532956455	0.69487843740389	0.40527084211532	2.38009136820781	0.12907462056544
0.82000	0.18387729506483	0.70730869358193	0.41526126101969	2.25836072296623	0.14318320923700
0.83000	0.19876119250830	0.72007845824540	0.42628006154953	2.14468456427548	0.15880261014305
0.84000	0.21508836821878	0.73320447142775	0.43844657119460	2.03844854477965	0.17610763973780
0.85000	0.23304568831985	0.74670295441106	0.45189648882959	1.93908967845557	0.19529726147848
0.86000	0.25285018271197	0.76058934664595	0.46678447236584	1.84609110169231	0.21659863675108
0.87000	0.27475463420214	0.77487801711108	0.48328718777052	1.75897738421751	0.24027196227197
0.88000	0.29905432800788	0.78958195542074	0.50160691447061	1.67731033291513	0.26661626426292
0.89000	0.32609523222921	0.80471245040855	0.52197582533775	1.60068524084051	0.29597636050610
0.90000	0.35628395136601	0.82027876641170	0.54466108909037	1.52872754161988	0.32875125309461
0.91000	0.39009988773306	0.83628782981639	0.56997098094915	1.46108983589141	0.36540428056564
0.92000	0.42811016665374	0.85274394030399	0.59826223620641	1.39744926144275	0.40647544247826
0.93000	0.47098803999917	0.86964852233339	0.62994894424107	1.33750518217443	0.45259641818233
0.94000	0.51953569175808	0.88699993239711	0.66551336168316	1.28097717296591	0.50450894232565
0.95000	0.57471264634706	0.90479333626351	0.70551912858372	1.22760327803482	0.56308738311293
0.96000	0.63767134938280	0.92302066766676	0.75062750824974	1.17713851967203	0.62936660980420
0.97000	0.70980198510116	0.94167067582122	0.80161745034185	1.12935363265800	0.70457655303574
0.98000	0.79278926141904	0.96072906401175	0.85941051237370	1.08403399767979	0.79018528227669
0.99000	0.88868479908755	0.98017871583073	0.92510198703325	1.04097874520087	0.88795298656695
1.00000	1.00000000000001	1.00000000000000	1.00000000000000	1.00000000000000	1.00000000000001

 eta_0 = 1.13120197519738
