
eta	rho/rho_1	v/v_1	P/P_1	T/T_1	M(eta)
0.69000	0.00000000000000	0.68996550344966	0.49995568885612	inf	0.00000000000000
0.70000	0.00000000000000	0.69996500349965	0.49995568885612	inf	0.00000000000000
0.71000	0.00000000000000	0.70996450354965	0.49995568885612	inf	0.00000000000000
0.72000	0.00000000000000	0.71996400359964	0.49995568885612	inf	0.00000000000000
0.73000	0.00000000000000	0.72996350364964	0.49995568885612	inf	0.00000000000000
0.74000	0.00000000000000	0.73996300369963	0.49995568885612	inf	0.00000000000000
0.75000	0.00000000000000	0.74996250374963	0.49995568885612	inf	0.00000000000000
0.76000	0.00000000000000	0.75996200379962	0.49995568885612	inf	0.00000000000000
0.77000	0.00000000000000	0.76996150384962	0.49995568885612	inf	0.00000000000000
0.78000	0.00000000000000	0.77996100389961	0.49995568885612	inf	0.00000000000000
0.79000	0.00000000000000	0.78996050394961	0.49995568885612	inf	0.00000000000000
0.80000	0.00000000000000	0.79996000399960	0.49995568885612	inf	0.00000000000000
0.81000	0.00000000000000	0.80995950404960	0.49995568885612	inf	0.00000000000000
0.82000	0.00000000000000	0.81995900409959	0.49995568885612	inf	0.00000000000000
0.83000	0.00000000000000	0.82995850414959	0.49995568885612	inf	0.00000000000000
0.84000	0.00000000000000	0.83995800419958	0.49995568885612	inf	0.00000000000000
0.85000	0.00000000000000	0.84995750424958	0.49995568885612	inf	0.00000000000000
0.86000	0.00000000000000	0.85995700429957	0.49995568885612	inf	0.00000000000000
0.87000	0.00000000000000	0.86995650434957	0.49995568885612	inf	0.00000000000000
0.88000	0.00000000000000	0.87995600439956	0.49995568885612	inf	0.00000000000000
0.89000	0.00000000000000	0.88995550444956	0.49995568885612	inf	0.00000000000000
0.90000	0.00000000000000	0.89995500449955	0.49995568885612	inf	0.00000000000000
0.91000	0.00000000000000	0.90995450454955	0.49995568885612	inf	0.00000000000000
0.92000	0.00000000000000	0.91995400459954	0.49995568885612	inf	0.00000000000000
0.93000	0.00000000000000	0.92995350464954	0.49995568885612	inf	0.00000000000000
0.94000	0.00000000000000	0.93995300469953	0.49995568885612	inf	0.00000000000000
0.95000	0.00000000000000	0.94995250474953	0.49995568885612	inf	0.00000000000000
0.96000	0.00000000000000	0.95995200479952	0.49995568885612	inf	0.00000000000000
0.97000	0.00000000000000	0.96995150484951	0.49995568885612	inf	0.00000000000000
0.98000	0.00000000000000	0.97995100489951	0.49995568885612	inf	0.00000000000000
0.99000	0.00000000000000	0.98995050494950	0.49995568885612	inf	0.00000000000000
1.00000	0.99999999999334	1.00000000000000	0.99999999999778	1.00000000000444	0.99999999999556
